Yoshiaki OGURO POSITION,Yoshiaki OGURO LAP TIME,Yoshiaki OGURO ELAPSED TIME,Billy SIMMS POSITION,Billy SIMMS LAP TIME,Billy SIMMS ELAPSED TIME,LIM Kyoung Won POSITION,LIM Kyoung Won LAP TIME,LIM Kyoung Won ELAPSED TIME,Davide VISCARDI POSITION,Davide VISCARDI LAP TIME,Davide VISCARDI ELAPSED TIME
2,7.06,7.06,4,7.33,7.33,1,6.92,6.92,3,7.28,7.28
2,9.06,16.12,4,9.18,16.51,1,9.12,16.04,3,9.03,16.31
2,8.81,24.93,4,8.66,25.17,1,8.78,24.82,3,8.76,25.07
2,8.82,33.75,4,8.82,33.99,1,8.85,33.67,3,8.81,33.88
2,8.98,42.73,4,9.05,43.04,1,8.94,42.61,3,9.03,42.91
