Jorien ter MORS POSITION,Jorien ter MORS LAP TIME,Jorien ter MORS ELAPSED TIME,FAN Kexin POSITION,FAN Kexin LAP TIME,FAN Kexin ELAPSED TIME,Charlotte GILMARTIN POSITION,Charlotte GILMARTIN LAP TIME,Charlotte GILMARTIN ELAPSED TIME,Sayuri SHIMIZU POSITION,Sayuri SHIMIZU LAP TIME,Sayuri SHIMIZU ELAPSED TIME
2,7.36,7.36,1,7.12,7.12,4,7.64,7.64,3,7.48,7.48
2,9.42,16.78,1,9.38,16.50,4,9.42,17.06,3,9.45,16.93
2,8.85,25.63,1,8.94,25.44,3,9.52,26.58,4,22.94,39.87
2,9.06,34.69,1,9.13,34.57,3,10.41,36.99,4,16.12,55.99
2,9.41,44.096,1,9.47,44.034,3,10.28,47.270,4,12.31,1:08.298
