CONFORTOLA Yuri POSITION,CONFORTOLA Yuri LAP TIME,CONFORTOLA Yuri ELAPSED TIME,Torsten KROEGER POSITION,Torsten KROEGER LAP TIME,Torsten KROEGER ELAPSED TIME,Bartosz KONOPKO POSITION,Bartosz KONOPKO LAP TIME,Bartosz KONOPKO ELAPSED TIME,Volodymyr CHERNEGA POSITION,Volodymyr CHERNEGA LAP TIME,Volodymyr CHERNEGA ELAPSED TIME
0,12.955,12.955,0,13.030,13.030,0,12.883,12.883,0,13.180,13.180
0,10.475,23.430,0,10.471,23.502,0,10.477,23.360,0,10.366,23.546
0,10.550,33.981,0,10.606,34.108,0,10.754,34.114,0,10.600,34.147
0,10.032,44.013,0,9.971,44.079,0,10.194,44.308,0,10.146,44.293
0,9.784,53.797,0,9.644,53.722,0,9.770,54.078,0,9.697,53.989
0,9.468,1:03.265,0,9.644,1:03.366,0,9.470,1:03.548,0,9.599,1:03.589
0,9.638,1:12.903,0,9.604,1:12.970,0,9.660,1:13.208,0,9.468,1:13.057
0,9.460,1:22.363,0,9.777,1:22.747,0,9.673,1:22.881,0,9.899,1:22.956
0,9.790,1:32.153,0,10.381,1:33.127,0,,,0,10.041,1:32.997
