Paul WORTH POSITION,Paul WORTH LAP TIME,Paul WORTH ELAPSED TIME,Viktor KOROLOV POSITION,Viktor KOROLOV LAP TIME,Viktor KOROLOV ELAPSED TIME,Jeremy BECK POSITION,Jeremy BECK LAP TIME,Jeremy BECK ELAPSED TIME,SAULITIS Jekabs POSITION,SAULITIS Jekabs LAP TIME,SAULITIS Jekabs ELAPSED TIME
1,6.92,6.92,3,7.19,7.19,4,7.43,7.43,2,7.13,7.13
1,9.29,16.21,2,9.12,16.31,4,9.22,16.65,3,9.37,16.51
1,8.72,24.94,2,8.93,25.24,3,8.73,25.39,4,9.31,25.82
1,9.02,33.96,2,8.88,34.13,4,10.04,35.44,3,9.51,35.34
1,9.30,43.255,3,9.44,43.570,2,7.92,43.352,4,9.76,45.096
