KONYA Zsofia POSITION,KONYA Zsofia LAP TIME,KONYA Zsofia ELAPSED TIME,VIVIANI Elena POSITION,VIVIANI Elena LAP TIME,VIVIANI Elena ELAPSED TIME,Marianne ST-GELAIS POSITION,Marianne ST-GELAIS LAP TIME,Marianne ST-GELAIS ELAPSED TIME,Sayuri SHIMIZU POSITION,Sayuri SHIMIZU LAP TIME,Sayuri SHIMIZU ELAPSED TIME
4,13.73,13.73,3,13.64,13.64,2,13.56,13.56,1,13.46,13.46
4,10.80,24.53,3,10.77,24.41,2,10.74,24.30,1,10.78,24.24
4,11.13,35.66,3,11.10,35.51,2,11.01,35.31,1,11.07,35.31
4,10.11,45.77,3,10.16,45.67,1,10.20,45.51,2,10.28,45.59
4,10.45,56.22,3,10.43,56.10,1,10.31,55.82,2,10.35,55.94
4,9.91,1:06.13,3,9.92,1:06.02,1,10.00,1:05.82,2,9.97,1:05.91
4,9.80,1:15.93,3,9.84,1:15.86,1,9.76,1:15.58,2,9.75,1:15.66
4,9.91,1:25.84,3,9.90,1:25.76,1,9.65,1:25.23,2,9.68,1:25.34
4,21.87,1:47.710,3,10.61,1:36.367,1,9.76,1:34.985,2,9.81,1:35.150
