Julie JUNG POSITION,Julie JUNG LAP TIME,Julie JUNG ELAPSED TIME,Jessica HEWITT POSITION,Jessica HEWITT LAP TIME,Jessica HEWITT ELAPSED TIME,TALAYEVA Volha POSITION,TALAYEVA Volha LAP TIME,TALAYEVA Volha ELAPSED TIME,Annita van DOORN POSITION,Annita van DOORN LAP TIME,Annita van DOORN ELAPSED TIME
2,7.60,7.60,1,7.41,7.41,4,7.80,7.80,3,7.66,7.66
3,10.25,17.85,1,9.82,17.23,4,10.35,18.15,2,10.18,17.84
2,9.83,27.68,1,9.06,26.29,4,9.72,27.87,3,9.90,27.74
3,10.02,37.70,1,9.47,35.76,4,9.91,37.78,2,9.68,37.42
3,10.20,47.900,1,9.67,45.426,4,10.34,48.111,2,9.87,47.284
