Viktor KNOCH POSITION,Viktor KNOCH LAP TIME,Viktor KNOCH ELAPSED TIME,Maxime CHATAIGNIER POSITION,Maxime CHATAIGNIER LAP TIME,Maxime CHATAIGNIER ELAPSED TIME,KNEGT Sjinkie POSITION,KNEGT Sjinkie LAP TIME,KNEGT Sjinkie ELAPSED TIME,YU Yongjun POSITION,YU Yongjun LAP TIME,YU Yongjun ELAPSED TIME
3,13.23,13.23,4,13.34,13.34,1,13.07,13.07,2,13.17,13.17
3,10.49,23.72,4,10.51,23.85,1,10.46,23.53,2,10.45,23.62
3,10.72,34.44,4,10.59,34.44,2,10.77,34.30,1,10.67,34.29
3,9.55,43.99,4,9.58,44.02,2,9.63,43.93,1,9.56,43.85
3,9.53,53.52,4,9.62,53.64,2,9.47,53.40,1,9.46,53.31
3,9.43,1:02.95,4,9.34,1:02.98,2,9.44,1:02.84,1,9.45,1:02.76
3,9.28,1:12.23,4,9.40,1:12.38,2,9.26,1:12.10,1,9.25,1:12.01
3,9.22,1:21.45,4,9.21,1:21.59,1,9.17,1:21.27,2,9.36,1:21.37
0,,PEN,2,9.05,1:30.634,1,8.85,1:30.114,3,9.50,1:30.869
