HAMELIN Charles POSITION,HAMELIN Charles LAP TIME,HAMELIN Charles ELAPSED TIME,Thibaut FAUCONNET POSITION,Thibaut FAUCONNET LAP TIME,Thibaut FAUCONNET ELAPSED TIME,Jeff SIMON POSITION,Jeff SIMON LAP TIME,Jeff SIMON ELAPSED TIME,Adam FILIPOWICZ POSITION,Adam FILIPOWICZ LAP TIME,Adam FILIPOWICZ ELAPSED TIME
1,6.70,6.70,2,6.87,6.87,3,7.05,7.05,4,7.18,7.18
1,8.77,15.47,2,8.90,15.77,3,8.82,15.87,4,8.92,16.10
1,8.34,23.81,3,8.47,24.24,2,8.36,24.23,4,8.65,24.75
1,8.54,32.35,3,8.65,32.89,2,8.48,32.71,4,8.86,33.61
1,8.68,41.023,3,8.96,41.844,2,8.63,41.332,4,9.27,42.872
