Vladimir GRIGOREV POSITION,Vladimir GRIGOREV LAP TIME,Vladimir GRIGOREV ELAPSED TIME,Richard SHOEBRIDGE POSITION,Richard SHOEBRIDGE LAP TIME,Richard SHOEBRIDGE ELAPSED TIME,LEPAPE Sebastien POSITION,LEPAPE Sebastien LAP TIME,LEPAPE Sebastien ELAPSED TIME,PARK Ji Won POSITION,PARK Ji Won LAP TIME,PARK Ji Won ELAPSED TIME
1,6.76,6.76,2,6.89,6.89,3,7.06,,4,7.26,7.26
1,8.72,15.48,2,8.68,15.57,3,8.71,,4,8.83,16.09
1,8.44,23.92,2,8.42,23.99,3,8.30,,4,8.28,24.37
1,8.47,32.39,4,8.77,32.76,2,8.47,,3,8.33,32.70
1,8.67,41.06,4,8.72,41.48,2,8.63,,3,8.54,41.24
