Fabio CARTA POSITION,Fabio CARTA LAP TIME,Fabio CARTA ELAPSED TIME,Julien MORELLE POSITION,Julien MORELLE LAP TIME,Julien MORELLE ELAPSED TIME,Tomas GRESCHNER POSITION,Tomas GRESCHNER LAP TIME,Tomas GRESCHNER ELAPSED TIME,Mark JACKSON POSITION,Mark JACKSON LAP TIME,Mark JACKSON ELAPSED TIME,LI Ye POSITION,LI Ye LAP TIME,LI Ye ELAPSED TIME
3,14.308,14.308,2,14.284,14.284,1,14.123,14.123,4,14.392,14.392,5,14.512,14.512
4,10.762,25.069,3,10.703,24.986,2,10.650,24.772,5,10.702,25.094,1,9.933,24.444
3,9.943,35.012,4,10.066,35.052,2,10.093,34.865,5,9.969,35.062,1,10.211,34.655
4,10.137,45.148,3,10.047,45.098,2,9.961,44.825,5,10.108,45.170,1,10.004,44.659
4,9.586,54.734,3,9.598,54.695,2,9.769,54.593,5,9.575,54.745,1,9.666,54.324
5,9.450,1:04.183,3,9.451,1:04.146,2,9.523,1:04.116,4,9.430,1:04.175,1,9.529,1:03.852
2,9.103,1:13.286,3,9.422,1:13.567,4,9.507,1:13.623,5,9.519,1:13.694,1,9.327,1:13.179
2,9.407,1:22.692,3,9.384,1:22.951,4,9.371,1:22.993,5,9.480,1:23.173,1,9.279,1:22.458
2,9.47,1:32.160,3,9.47,1:32.413,4,9.49,1:32.479,5,9.57,1:32.738,1,9.70,1:32.158
