Yauheni RYZHOU POSITION,Yauheni RYZHOU LAP TIME,Yauheni RYZHOU ELAPSED TIME,Bartosz KONOPKO POSITION,Bartosz KONOPKO LAP TIME,Bartosz KONOPKO ELAPSED TIME,Assen PANDOV POSITION,Assen PANDOV LAP TIME,Assen PANDOV ELAPSED TIME,LIU Xianwei POSITION,LIU Xianwei LAP TIME,LIU Xianwei ELAPSED TIME
4,7.17,7.17,1,6.80,6.80,2,6.96,6.96,3,7.10,7.10
4,9.88,17.05,1,9.44,16.24,2,9.47,16.43,3,9.44,16.54
4,8.96,26.01,1,8.56,24.80,2,8.56,24.99,3,8.53,25.07
4,9.54,35.55,1,8.98,33.78,3,9.20,34.19,2,9.08,34.15
4,9.77,45.313,1,9.19,42.967,3,9.44,43.627,2,8.99,43.131
