CHOI Ji Hyun POSITION,CHOI Ji Hyun LAP TIME,CHOI Ji Hyun ELAPSED TIME,LI Dan POSITION,LI Dan LAP TIME,LI Dan ELAPSED TIME,Laurie MARCEAU POSITION,Laurie MARCEAU LAP TIME,Laurie MARCEAU ELAPSED TIME,CHRISTIE Elise POSITION,CHRISTIE Elise LAP TIME,CHRISTIE Elise ELAPSED TIME
1,7.33,7.33,3,7.62,7.62,4,7.69,7.69,2,7.51,7.51
1,9.63,16.96,2,9.52,17.14,3,9.63,17.32,4,9.95,17.46
1,9.24,26.20,2,9.40,26.54,3,9.48,26.80,4,9.37,26.83
1,9.57,35.77,3,9.46,36.00,4,9.39,36.19,2,9.03,35.86
1,9.72,45.489,2,9.73,45.723,4,9.78,45.970,3,9.91,45.763
