MILOVANOV Sergei POSITION,MILOVANOV Sergei LAP TIME,MILOVANOV Sergei ELAPSED TIME,Marco Fritz SCHUMANN POSITION,Marco Fritz SCHUMANN LAP TIME,Marco Fritz SCHUMANN ELAPSED TIME,Ryuta INOUE POSITION,Ryuta INOUE LAP TIME,Ryuta INOUE ELAPSED TIME,SELLIER Diane POSITION,SELLIER Diane LAP TIME,SELLIER Diane ELAPSED TIME,BLUNDEN Keanu POSITION,BLUNDEN Keanu LAP TIME,BLUNDEN Keanu ELAPSED TIME,LIAO Wei-Cheng POSITION,LIAO Wei-Cheng LAP TIME,LIAO Wei-Cheng ELAPSED TIME
1,6.83,6.83,2,7.00,7.00,4,7.15,7.15,3,7.10,7.10,5,7.34,7.34,6,7.60,7.60
1,9.16,15.99,2,9.06,16.06,4,9.22,16.37,3,9.05,16.15,5,9.15,16.49,6,9.90,17.50
1,8.64,24.63,2,8.73,24.79,4,8.56,24.93,3,8.73,24.88,5,8.68,25.17,6,9.54,27.04
1,8.88,33.51,2,8.82,33.61,5,9.10,34.03,3,9.06,33.94,4,8.84,34.01,6,9.96,37.00
1,9.24,42.75,2,9.18,42.79,5,9.42,43.444,3,9.30,43.24,4,9.32,43.325,6,10.43,47.397
