Francois-Louis TREMBLAY POSITION,Francois-Louis TREMBLAY LAP TIME,Francois-Louis TREMBLAY ELAPSED TIME,KIM Yong-Sung POSITION,KIM Yong-Sung LAP TIME,KIM Yong-Sung ELAPSED TIME,Benjamin MACE POSITION,Benjamin MACE LAP TIME,Benjamin MACE ELAPSED TIME,Roberto SERRA POSITION,Roberto SERRA LAP TIME,Roberto SERRA ELAPSED TIME
3,6.76,6.76,2,6.61,6.61,4,7.07,7.07,1,1.89,1.89
1,8.87,15.64,2,9.19,15.81,3,8.95,16.03,4,0.00,16.15
1,8.45,24.09,2,8.46,24.27,3,8.50,24.53,4,8.62,24.77
1,8.64,32.74,2,8.49,32.76,3,8.81,33.35,4,8.70,33.48
1,8.89,41.628,2,9.29,42.043,3,9.05,42.396,4,17.12,50.597
