Alex VARNYU POSITION,Alex VARNYU LAP TIME,Alex VARNYU ELAPSED TIME,KAUFMANN-LUDWIG Leon POSITION,KAUFMANN-LUDWIG Leon LAP TIME,KAUFMANN-LUDWIG Leon ELAPSED TIME,KANCHARIN Natthapat POSITION,KANCHARIN Natthapat LAP TIME,KANCHARIN Natthapat ELAPSED TIME,TREACY Ethan POSITION,TREACY Ethan LAP TIME,TREACY Ethan ELAPSED TIME
3,7.30,7.30,1,6.98,6.98,4,7.41,7.41,2,7.08,7.08
3,9.17,16.47,1,9.34,16.32,4,9.33,16.74,2,9.38,16.46
2,8.71,25.18,1,8.77,25.09,3,8.78,25.52,4,9.09,25.55
4,31.51,56.69,1,9.23,34.32,2,8.99,34.51,3,9.11,34.66
4,22.00,1:18.692,1,9.45,43.77,3,9.41,43.920,2,9.21,43.872
