Bartosz KONOPKO POSITION,Bartosz KONOPKO LAP TIME,Bartosz KONOPKO ELAPSED TIME,EYBOG Daniil POSITION,EYBOG Daniil LAP TIME,EYBOG Daniil ELAPSED TIME,BREEUWSMA Daan POSITION,BREEUWSMA Daan LAP TIME,BREEUWSMA Daan ELAPSED TIME,KIKUCHI Kota POSITION,KIKUCHI Kota LAP TIME,KIKUCHI Kota ELAPSED TIME
1,6.75,6.75,2,6.97,6.97,4,7.37,7.37,3,7.13,7.13
1,8.79,15.54,2,8.75,15.72,4,8.83,16.20,3,8.89,16.02
1,8.41,23.95,2,8.39,24.11,4,8.27,24.47,3,8.34,24.36
1,8.50,32.45,2,8.47,32.58,4,8.41,32.88,3,8.44,32.80
1,8.68,41.13,2,8.62,41.20,3,8.56,41.423,4,8.81,41.592
