FU Tian Yu POSITION,FU Tian Yu LAP TIME,FU Tian Yu ELAPSED TIME,Alanna KRAUS POSITION,Alanna KRAUS LAP TIME,Alanna KRAUS ELAPSED TIME,Mara ZINI POSITION,Mara ZINI LAP TIME,Mara ZINI ELAPSED TIME,KANG Yun-Mi POSITION,KANG Yun-Mi LAP TIME,KANG Yun-Mi ELAPSED TIME
3,14.221,14.221,1,13.804,13.804,2,14.045,14.045,4,14.377,14.377
4,10.882,25.103,3,11.067,24.870,1,10.403,24.447,2,10.075,24.451
3,9.849,34.952,2,9.978,34.847,1,10.175,34.622,4,10.994,35.444
4,9.676,44.627,3,9.764,44.610,2,9.818,44.439,1,8.485,43.928
3,10.037,54.664,4,10.146,54.756,2,10.043,54.482,1,9.869,53.797
4,10.051,1:04.714,3,9.943,1:04.699,2,10.175,1:04.656,1,10.326,1:04.122
3,10.063,1:14.777,2,10.051,1:14.750,4,10.152,1:14.808,1,10.260,1:14.381
4,9.951,1:24.727,3,9.882,1:24.631,2,9.740,1:24.548,1,9.616,1:23.996
2,10.07,1:34.792,3,10.28,1:34.909,4,10.54,1:35.081,1,10.76,1:34.751
