Jeroen SONNEVELD POSITION,Jeroen SONNEVELD LAP TIME,Jeroen SONNEVELD ELAPSED TIME,HAN Tianyu POSITION,HAN Tianyu LAP TIME,HAN Tianyu ELAPSED TIME,Sebastian KLOSINSKI POSITION,Sebastian KLOSINSKI LAP TIME,Sebastian KLOSINSKI ELAPSED TIME,Selim TANRIKULU POSITION,Selim TANRIKULU LAP TIME,Selim TANRIKULU ELAPSED TIME
1,13.53,13.53,3,13.74,13.74,2,13.61,13.61,4,13.91,13.91
1,10.74,24.27,3,10.80,24.54,2,10.81,24.42,4,10.77,24.68
1,9.87,34.14,3,9.89,34.43,2,9.90,34.32,4,9.86,34.54
1,9.44,43.58,3,9.33,43.76,2,9.27,43.59,4,9.37,43.91
1,8.95,52.53,3,9.01,52.77,2,9.06,52.65,4,9.05,52.96
1,8.94,1:01.47,2,8.80,1:01.57,3,9.05,1:01.70,4,9.01,1:01.97
2,9.08,1:10.55,1,8.96,1:10.53,3,9.17,1:10.87,4,9.09,1:11.06
2,9.46,1:20.01,1,9.10,1:19.63,3,9.31,1:20.18,4,9.32,1:20.38
2,9.54,1:29.547,1,9.26,1:28.882,3,9.58,1:29.752,4,9.71,1:30.084
