Roberto PUKITIS POSITION,Roberto PUKITIS LAP TIME,Roberto PUKITIS ELAPSED TIME,Dmytro POLTAVETS POSITION,Dmytro POLTAVETS LAP TIME,Dmytro POLTAVETS ELAPSED TIME,Daisuke UEMURA POSITION,Daisuke UEMURA LAP TIME,Daisuke UEMURA ELAPSED TIME,LUI Pan To Barton POSITION,LUI Pan To Barton LAP TIME,LUI Pan To Barton ELAPSED TIME
2,13.31,13.31,3,13.38,13.38,1,13.24,13.24,4,13.39,13.39
2,10.39,23.70,4,10.59,23.97,1,10.38,23.62,3,10.44,23.83
2,10.29,33.99,4,10.24,34.21,1,10.29,33.91,3,10.23,34.06
2,9.77,43.76,3,9.64,43.85,1,9.76,43.67,4,9.88,43.94
2,9.78,53.54,3,9.81,53.66,1,9.79,53.46,4,9.78,53.72
2,9.49,1:03.03,3,9.53,1:03.19,1,9.48,1:02.94,4,9.61,1:03.33
2,9.06,1:12.09,3,9.27,1:12.46,1,9.14,1:12.08,4,9.53,1:12.86
2,9.21,1:21.30,3,9.54,1:22.00,1,9.19,1:21.27,4,9.75,1:22.61
4,39.45,2:00.745,2,10.00,1:31.992,1,9.43,1:30.695,3,10.15,1:32.751
