LIN Meng POSITION,LIN Meng LAP TIME,LIN Meng ELAPSED TIME,CHOI Jung-Won POSITION,CHOI Jung-Won LAP TIME,CHOI Jung-Won ELAPSED TIME,PIERRON Veronique POSITION,PIERRON Veronique LAP TIME,PIERRON Veronique ELAPSED TIME,van KERKHOF Yara POSITION,van KERKHOF Yara LAP TIME,van KERKHOF Yara ELAPSED TIME
3,13.39,13.39,4,13.49,13.49,2,13.32,13.32,1,13.30,13.30
1,10.52,23.91,4,10.72,24.21,3,10.65,23.97,2,10.67,23.97
1,10.10,34.01,4,10.11,34.32,2,10.15,34.12,3,10.26,34.23
1,10.31,44.32,4,10.32,44.64,2,10.30,44.42,3,10.33,44.56
1,10.42,54.74,4,10.40,55.04,2,10.43,54.85,3,10.41,54.97
1,10.17,1:04.91,4,10.22,1:05.26,2,10.15,1:05.00,3,10.18,1:05.15
1,9.95,1:14.86,4,9.83,1:15.09,2,9.96,1:14.96,3,9.91,1:15.06
1,9.97,1:24.83,3,9.91,1:25.00,2,9.92,1:24.88,4,10.00,1:25.06
1,9.97,1:34.796,3,10.02,1:35.017,2,9.96,1:34.837,4,10.14,1:35.195
