KONSTANTINOVA Ekaterina POSITION,KONSTANTINOVA Ekaterina LAP TIME,KONSTANTINOVA Ekaterina ELAPSED TIME,Louise MILESI POSITION,Louise MILESI LAP TIME,Louise MILESI ELAPSED TIME,Katherine RALSTON POSITION,Katherine RALSTON LAP TIME,Katherine RALSTON ELAPSED TIME,Yui SAKAI POSITION,Yui SAKAI LAP TIME,Yui SAKAI ELAPSED TIME
3,13.99,13.99,4,14.13,14.13,2,13.94,13.94,1,13.89,13.89
3,10.71,24.70,4,10.73,24.86,2,10.71,24.65,1,10.69,24.58
1,10.09,34.79,4,10.16,35.02,3,10.32,34.97,2,10.32,34.90
1,10.11,44.90,4,10.19,45.21,3,10.13,45.10,2,10.10,45.00
1,10.14,55.04,4,10.17,55.38,3,10.17,55.27,2,10.09,55.09
1,9.86,1:04.90,4,9.92,1:05.30,3,9.83,1:05.10,2,9.91,1:05.00
1,9.72,1:14.62,4,9.99,1:15.29,3,9.98,1:15.08,2,9.83,1:14.83
1,9.75,1:24.37,4,10.32,1:25.61,3,10.06,1:25.14,2,9.77,1:24.60
1,9.89,1:34.26,4,10.89,1:36.50,3,10.41,1:35.55,2,10.09,1:34.69
