Eric BEDARD POSITION,Eric BEDARD LAP TIME,Eric BEDARD ELAPSED TIME,SONG Suk-Woo POSITION,SONG Suk-Woo LAP TIME,SONG Suk-Woo ELAPSED TIME,Nicola RODIGARI POSITION,Nicola RODIGARI LAP TIME,Nicola RODIGARI ELAPSED TIME,Apolo Anton OHNO POSITION,Apolo Anton OHNO LAP TIME,Apolo Anton OHNO ELAPSED TIME
1,6.630,6.630,2,6.739,6.739,3,6.832,6.832,4,7.066,7.066
1,9.246,15.876,3,9.302,16.041,2,9.183,16.014,4,9.092,16.158
1,8.841,24.717,2,8.838,24.879,3,9.009,25.022,4,8.877,25.034
1,9.000,33.716,3,8.990,33.868,2,8.714,33.736,4,8.934,33.967
1,9.42,43.127,2,9.35,43.218,4,11.32,45.047,3,9.41,43.371
