SCHUBERT Christoph POSITION,SCHUBERT Christoph LAP TIME,SCHUBERT Christoph ELAPSED TIME,SEO Yi Ra POSITION,SEO Yi Ra LAP TIME,SEO Yi Ra ELAPSED TIME,Declan HISCOX POSITION,Declan HISCOX LAP TIME,Declan HISCOX ELAPSED TIME,Mirza KARIC POSITION,Mirza KARIC LAP TIME,Mirza KARIC ELAPSED TIME,Francesco PALLA POSITION,Francesco PALLA LAP TIME,Francesco PALLA ELAPSED TIME
2,13.06,13.06,1,12.91,12.91,3,13.21,13.21,4,13.54,13.54,5,13.58,13.58
2,9.55,22.61,1,9.64,22.55,3,9.64,22.85,5,10.57,24.11,4,9.49,23.07
2,9.44,32.05,1,9.36,31.91,3,9.43,32.28,5,10.60,34.71,4,9.35,32.42
2,9.31,41.36,1,9.26,41.17,3,9.36,41.64,5,11.24,45.95,4,9.29,41.71
2,9.25,50.61,1,9.14,50.31,3,9.43,51.07,5,11.65,57.60,4,9.41,51.12
2,9.48,1:00.09,1,9.16,59.47,4,9.69,1:00.76,5,13.08,1:10.68,3,9.37,1:00.49
2,9.58,1:09.67,1,9.15,1:08.62,4,9.81,1:10.57,5,12.60,1:23.28,3,9.51,1:10.00
2,9.98,1:19.65,1,9.46,1:18.08,4,10.37,1:20.94,5,12.53,1:35.81,3,9.77,1:19.77
2,10.03,1:29.671,1,9.29,1:27.364,4,10.52,1:31.452,5,12.10,1:47.904,3,10.05,1:29.819
