WU Dajing POSITION,WU Dajing LAP TIME,WU Dajing ELAPSED TIME,Shaolin Sandor LIU POSITION,Shaolin Sandor LIU LAP TIME,Shaolin Sandor LIU ELAPSED TIME,PIERRE-GILLES Jordan POSITION,PIERRE-GILLES Jordan LAP TIME,PIERRE-GILLES Jordan ELAPSED TIME,KIM Dong Wook POSITION,KIM Dong Wook LAP TIME,KIM Dong Wook ELAPSED TIME,PARK In Wook POSITION,PARK In Wook LAP TIME,PARK In Wook ELAPSED TIME
1,6.66,6.66,2,6.81,6.81,3,7.10,7.10,5,7.19,7.19,4,7.18,7.18
1,8.59,15.25,2,8.75,15.56,5,9.20,16.30,4,9.03,16.22,3,8.90,16.08
1,8.25,23.50,2,8.19,23.75,5,8.29,24.59,4,8.24,24.46,3,8.23,24.31
1,8.43,31.93,2,8.31,32.06,5,8.29,32.88,4,8.20,32.66,3,8.30,32.61
1,8.60,40.53,2,8.56,40.62,5,8.79,41.679,3,8.45,41.11,4,8.73,41.34
