Yu MIURA POSITION,Yu MIURA LAP TIME,Yu MIURA ELAPSED TIME,LIANG Wenhao POSITION,LIANG Wenhao LAP TIME,LIANG Wenhao ELAPSED TIME,Kyle CARR POSITION,Kyle CARR LAP TIME,Kyle CARR ELAPSED TIME,Robert BECKER POSITION,Robert BECKER LAP TIME,Robert BECKER ELAPSED TIME
2,7.12,7.12,1,6.97,6.97,3,7.21,7.21,4,7.35,7.35
2,9.18,16.30,1,9.15,16.12,3,9.23,16.44,4,9.19,16.54
2,8.77,25.07,1,8.86,24.98,3,8.76,25.20,4,8.75,25.29
3,8.77,33.84,1,8.74,33.72,2,8.62,33.82,4,8.80,34.09
3,9.13,42.965,1,8.74,42.460,2,8.69,42.504,4,8.91,43.001
