Andre PULEC POSITION,Andre PULEC LAP TIME,Andre PULEC ELAPSED TIME
1,8.46,8.46
1,11.18,19.65
1,10.54,30.19
1,10.81,41.00
1,10.83,51.84
1,10.92,1:02.76
1,11.37,1:14.14
1,11.27,1:25.41
1,11.38,1:36.79
1,11.45,1:48.25
1,11.42,1:59.68
1,11.67,2:11.35
1,11.47,2:22.83
1,11.76,2:34.588
