LI Ye POSITION,LI Ye LAP TIME,LI Ye ELAPSED TIME,Jean-Francois MONETTE POSITION,Jean-Francois MONETTE LAP TIME,Jean-Francois MONETTE ELAPSED TIME,Serhiy LIFYRENKO POSITION,Serhiy LIFYRENKO LAP TIME,Serhiy LIFYRENKO ELAPSED TIME
2,6.972,6.972,1,6.812,6.812,3,7.177,7.177
2,9.245,16.216,1,9.311,16.123,3,9.187,16.364
2,8.861,25.077,1,8.829,24.952,3,8.864,25.228
2,8.851,33.928,1,8.876,33.827,3,8.951,34.179
2,9.065,42.993,1,8.963,42.791,3,9.153,43.331
