HUANG Yu-Ting POSITION,HUANG Yu-Ting LAP TIME,HUANG Yu-Ting ELAPSED TIME,Mara ZINI POSITION,Mara ZINI LAP TIME,Mara ZINI ELAPSED TIME,FU Tian Yu POSITION,FU Tian Yu LAP TIME,FU Tian Yu ELAPSED TIME,Elena PRIBYSH POSITION,Elena PRIBYSH LAP TIME,Elena PRIBYSH ELAPSED TIME
4,14.876,14.876,2,14.592,14.592,3,14.597,14.597,1,14.524,14.524
4,11.331,26.207,2,11.370,25.961,3,11.484,26.081,1,11.389,25.912
3,11.221,37.428,2,11.376,37.336,1,11.133,37.214,4,11.700,37.612
4,10.959,48.386,1,10.705,48.041,3,10.954,48.168,2,10.449,48.060
4,10.237,58.623,2,10.370,58.410,3,10.245,58.412,1,10.336,58.395
4,10.339,1:08.962,1,9.650,1:08.060,2,9.789,1:08.201,3,10.393,1:08.788
4,10.269,1:19.231,1,9.879,1:17.938,2,9.748,1:17.948,3,10.249,1:19.037
4,10.516,1:29.746,2,9.886,1:27.823,1,9.665,1:27.613,3,10.660,1:29.696
4,10.68,1:40.425,2,10.13,1:37.945,1,10.18,1:37.787,3,10.70,1:40.394
