Arianna FONTANA POSITION,Arianna FONTANA LAP TIME,Arianna FONTANA ELAPSED TIME,Sayuri SHIMIZU POSITION,Sayuri SHIMIZU LAP TIME,Sayuri SHIMIZU ELAPSED TIME,Natalia PLUGINA POSITION,Natalia PLUGINA LAP TIME,Natalia PLUGINA ELAPSED TIME,Marie-Eve DROLET POSITION,Marie-Eve DROLET LAP TIME,Marie-Eve DROLET ELAPSED TIME
1,7.23,7.23,3,7.56,7.56,2,7.44,7.44,4,7.61,7.61
1,9.54,16.77,4,9.57,17.13,2,9.53,16.97,3,9.43,17.04
1,9.16,25.93,4,9.13,26.26,3,9.15,26.12,2,9.07,26.11
1,9.28,35.21,3,9.43,35.69,2,9.43,35.55,4,25.90,52.01
1,9.64,44.847,3,9.59,45.278,2,9.65,45.199,4,18.70,1:10.710
