CHOI Eun-Kyung POSITION,CHOI Eun-Kyung LAP TIME,CHOI Eun-Kyung ELAPSED TIME,Evgenia RADANOVA POSITION,Evgenia RADANOVA LAP TIME,Evgenia RADANOVA ELAPSED TIME,Alanna KRAUS POSITION,Alanna KRAUS LAP TIME,Alanna KRAUS ELAPSED TIME,Marta CAPURSO POSITION,Marta CAPURSO LAP TIME,Marta CAPURSO ELAPSED TIME
1,15.584,15.584,2,15.806,15.806,4,15.902,15.902,3,15.860,15.860
1,12.278,27.862,2,12.131,27.937,4,12.363,28.265,3,12.310,28.170
2,10.516,38.377,3,10.484,38.421,4,10.440,38.704,1,10.198,38.367
1,9.781,48.158,2,9.830,48.251,4,9.781,48.485,3,9.933,48.300
1,9.555,57.713,2,9.583,57.833,4,9.498,57.983,3,9.612,57.912
1,9.462,1:07.174,2,9.433,1:07.266,4,9.508,1:07.491,3,9.405,1:07.316
2,9.296,1:16.470,1,9.202,1:16.468,4,9.299,1:16.789,3,9.254,1:16.569
1,9.369,1:25.839,2,9.484,1:25.951,4,9.404,1:26.193,3,9.532,1:26.101
1,9.59,1:35.424,2,9.57,1:35.517,4,9.45,1:35.640,3,9.46,1:35.559
