MANOILOVA Katrin POSITION,MANOILOVA Katrin LAP TIME,MANOILOVA Katrin ELAPSED TIME,van RUIJVEN Lara POSITION,van RUIJVEN Lara LAP TIME,van RUIJVEN Lara ELAPSED TIME,VIVIANI Elena POSITION,VIVIANI Elena LAP TIME,VIVIANI Elena ELAPSED TIME,WALTER Bianca POSITION,WALTER Bianca LAP TIME,WALTER Bianca ELAPSED TIME
3,7.77,7.77,1,7.49,7.49,2,7.76,7.76,4,8.14,8.14
3,9.84,17.61,1,9.72,17.21,2,9.76,17.52,4,9.87,18.01
3,9.29,26.90,1,9.43,26.64,2,9.30,26.82,4,9.20,27.21
3,9.38,36.28,1,9.45,36.09,2,9.46,36.28,4,9.29,36.50
2,9.56,45.837,1,9.65,45.736,3,9.74,46.018,4,9.56,46.054
