Richard SHOEBRIDGE POSITION,Richard SHOEBRIDGE LAP TIME,Richard SHOEBRIDGE ELAPSED TIME,Mathias VOSTE POSITION,Mathias VOSTE LAP TIME,Mathias VOSTE ELAPSED TIME,BYKANOV Vladislav POSITION,BYKANOV Vladislav LAP TIME,BYKANOV Vladislav ELAPSED TIME,Roberto PUKITIS POSITION,Roberto PUKITIS LAP TIME,Roberto PUKITIS ELAPSED TIME
1,6.87,6.87,2,7.00,7.00,3,7.19,7.19,4,7.31,7.31
1,9.02,15.89,2,8.98,15.98,3,8.89,16.08,4,8.86,16.17
1,8.56,24.45,2,8.56,24.54,3,8.56,24.64,4,8.49,24.66
1,8.64,33.09,4,9.45,33.99,3,8.84,33.48,2,8.62,33.28
1,8.86,41.945,3,9.71,43.695,2,8.88,42.355,0,,PEN
