Bartosz KONOPKO POSITION,Bartosz KONOPKO LAP TIME,Bartosz KONOPKO ELAPSED TIME,Yauheni RYZHOU POSITION,Yauheni RYZHOU LAP TIME,Yauheni RYZHOU ELAPSED TIME,Sergei KUDRIA POSITION,Sergei KUDRIA LAP TIME,Sergei KUDRIA ELAPSED TIME,CONFORTOLA Yuri POSITION,CONFORTOLA Yuri LAP TIME,CONFORTOLA Yuri ELAPSED TIME
1,6.94,6.94,3,7.21,7.21,4,7.51,7.51,2,7.19,7.19
1,9.07,16.01,3,9.21,16.42,4,9.55,17.06,2,9.07,16.26
1,8.74,24.75,3,8.83,25.25,4,9.34,26.40,2,8.62,24.88
1,8.92,33.67,3,8.99,34.24,4,9.53,35.93,2,8.92,33.80
1,9.20,42.865,3,9.25,43.489,4,9.85,45.771,2,9.16,42.959
