Jens ALMEY POSITION,Jens ALMEY LAP TIME,Jens ALMEY ELAPSED TIME,Rafal GRYCNER POSITION,Rafal GRYCNER LAP TIME,Rafal GRYCNER ELAPSED TIME,de Vin WONG POSITION,de Vin WONG LAP TIME,de Vin WONG ELAPSED TIME,KIM Si Un POSITION,KIM Si Un LAP TIME,KIM Si Un ELAPSED TIME,Maksim ZHERNOVY POSITION,Maksim ZHERNOVY LAP TIME,Maksim ZHERNOVY ELAPSED TIME
1,6.95,6.95,2,6.99,6.99,5,8.11,8.11,3,7.11,7.11,4,7.12,7.12
2,9.37,16.32,3,9.33,16.32,5,10.23,18.34,1,9.03,16.14,4,9.55,16.67
1,8.66,24.98,4,9.21,25.53,5,9.98,28.32,2,9.18,25.32,3,8.66,25.33
3,9.31,34.29,4,9.22,34.75,5,10.17,38.49,1,8.26,33.58,2,8.91,34.24
2,9.41,43.691,4,9.25,43.996,5,22.50,1:00.982,1,9.26,42.839,3,9.69,43.926
