KNEGT Sjinkie POSITION,KNEGT Sjinkie LAP TIME,KNEGT Sjinkie ELAPSED TIME,MA Xingguang POSITION,MA Xingguang LAP TIME,MA Xingguang ELAPSED TIME,Michal KLOSINSKI POSITION,Michal KLOSINSKI LAP TIME,Michal KLOSINSKI ELAPSED TIME,Keith CARROLL POSITION,Keith CARROLL LAP TIME,Keith CARROLL ELAPSED TIME,Ryosuke SAKAZUME POSITION,Ryosuke SAKAZUME LAP TIME,Ryosuke SAKAZUME ELAPSED TIME
1,13.48,13.48,2,13.58,13.58,5,13.96,13.96,4,13.94,13.94,3,13.63,13.63
1,10.29,23.77,2,10.30,23.88,5,10.34,24.30,4,10.22,24.16,3,10.39,24.02
1,9.77,33.54,2,9.75,33.63,5,9.69,33.99,4,9.72,33.88,3,9.71,33.73
1,9.36,42.90,2,9.39,43.02,5,9.38,43.37,4,9.34,43.22,3,9.39,43.12
1,9.03,51.93,3,9.01,52.03,5,9.16,52.53,4,9.05,52.27,2,8.90,52.02
1,8.71,1:00.64,3,8.81,1:00.84,5,9.28,1:01.81,4,8.77,1:01.04,2,8.73,1:00.75
1,8.63,1:09.27,3,8.68,1:09.52,5,9.56,1:11.37,4,8.57,1:09.61,2,8.65,1:09.40
1,8.77,1:18.04,2,8.63,1:18.15,5,9.91,1:21.28,4,8.79,1:18.40,3,8.76,1:18.16
1,8.93,1:26.97,2,9.06,1:27.21,5,10.30,1:31.58,4,9.30,1:27.70,3,9.49,1:27.65
