Emil IMRE POSITION,Emil IMRE LAP TIME,Emil IMRE ELAPSED TIME,ANTONIOLI Mattia POSITION,ANTONIOLI Mattia LAP TIME,ANTONIOLI Mattia ELAPSED TIME,KOLENC Martin POSITION,KOLENC Martin LAP TIME,KOLENC Martin ELAPSED TIME,AZHGALIYEV Abzal POSITION,AZHGALIYEV Abzal LAP TIME,AZHGALIYEV Abzal ELAPSED TIME,BLUNDEN Keanu POSITION,BLUNDEN Keanu LAP TIME,BLUNDEN Keanu ELAPSED TIME
4,7.35,7.35,2,7.02,7.02,3,7.25,7.25,1,6.67,6.67,5,7.36,7.36
5,9.73,17.08,2,9.06,16.08,3,9.26,16.51,1,8.86,15.53,4,9.22,16.58
5,9.35,26.43,2,8.82,24.90,4,8.76,25.27,1,8.64,24.17,3,8.68,25.26
5,9.62,36.05,2,8.89,33.79,4,9.05,34.32,1,8.89,33.06,3,8.86,34.12
5,9.97,46.008,2,9.21,42.990,4,9.16,43.461,1,9.29,42.342,3,8.98,43.089
