Pierre BODA POSITION,Pierre BODA LAP TIME,Pierre BODA ELAPSED TIME,Lucas NG POSITION,Lucas NG LAP TIME,Lucas NG ELAPSED TIME,Einar AGDESTEIN POSITION,Einar AGDESTEIN LAP TIME,Einar AGDESTEIN ELAPSED TIME,ARADHYA Akash POSITION,ARADHYA Akash LAP TIME,ARADHYA Akash ELAPSED TIME
1,17.04,17.04,2,17.18,17.18,3,17.35,17.35,4,17.50,17.50
1,12.90,29.94,3,12.93,30.11,2,12.75,30.10,4,12.78,30.28
1,10.38,40.32,3,10.41,40.52,2,10.28,40.38,4,10.35,40.63
1,9.59,49.91,2,9.49,50.01,2,9.63,50.01,4,9.59,50.22
1,9.52,59.43,3,9.51,59.52,2,9.49,59.50,4,9.49,59.71
1,9.67,1:09.10,3,9.77,1:09.29,2,9.70,1:09.20,4,9.62,1:09.33
1,9.75,1:18.85,4,10.01,1:19.30,2,9.83,1:19.03,3,9.81,1:19.14
1,9.34,1:28.19,4,9.51,1:28.81,2,9.47,1:28.50,3,9.53,1:28.67
1,9.59,1:37.788,3,9.55,1:38.364,2,9.56,1:38.064,4,9.88,1:38.551
