DOAK Rikki POSITION,DOAK Rikki LAP TIME,DOAK Rikki ELAPSED TIME,DOLGOPOLOVA Mariya POSITION,DOLGOPOLOVA Mariya LAP TIME,DOLGOPOLOVA Mariya ELAPSED TIME,DAUDET Gwendoline POSITION,DAUDET Gwendoline LAP TIME,DAUDET Gwendoline ELAPSED TIME,DUBROVA Uliana POSITION,DUBROVA Uliana LAP TIME,DUBROVA Uliana ELAPSED TIME,VOLKOVITSKAYA Alyona POSITION,VOLKOVITSKAYA Alyona LAP TIME,VOLKOVITSKAYA Alyona ELAPSED TIME
1,7.25,7.25,2,7.53,7.53,3,7.68,7.68,5,8.12,8.12,4,8.11,8.11
1,9.42,16.67,2,9.69,17.22,3,9.70,17.38,5,10.19,18.31,4,9.93,18.04
1,8.91,25.58,3,9.30,26.52,2,9.06,26.44,5,9.61,27.92,4,9.30,27.34
1,9.10,34.68,3,9.58,36.10,2,9.36,35.80,5,9.66,37.58,4,9.48,36.82
1,9.28,43.96,3,9.83,45.935,2,9.72,45.52,5,9.97,47.552,4,9.76,46.583
