Denis BELLOTTI POSITION,Denis BELLOTTI LAP TIME,Denis BELLOTTI ELAPSED TIME,Andre PULEC POSITION,Andre PULEC LAP TIME,Andre PULEC ELAPSED TIME,Mathieu GIROUX POSITION,Mathieu GIROUX LAP TIME,Mathieu GIROUX ELAPSED TIME,LEE Ho-Suk POSITION,LEE Ho-Suk LAP TIME,LEE Ho-Suk ELAPSED TIME
2,16.332,16.332,4,16.536,16.536,3,16.374,16.374,1,16.278,16.278
2,12.868,29.199,1,12.368,28.904,3,13.052,29.426,4,13.388,29.665
1,10.342,39.540,3,11.183,40.087,2,10.517,39.942,4,10.470,40.134
2,11.233,50.773,4,10.804,50.890,3,10.847,50.789,1,10.516,50.650
4,9.648,1:00.420,3,9.398,1:00.287,1,9.290,1:00.078,2,9.488,1:00.137
4,9.075,1:09.494,3,8.994,1:09.280,2,9.122,1:09.200,1,8.916,1:09.053
4,9.388,1:18.882,3,9.488,1:18.768,2,9.447,1:18.647,1,9.537,1:18.589
2,9.021,1:27.902,4,9.404,1:28.172,1,9.236,1:27.882,3,9.472,1:28.061
2,9.21,1:37.107,4,10.02,1:38.189,3,9.30,1:37.176,1,9.01,1:37.065
