KWAK Yoon-Gy POSITION,KWAK Yoon-Gy LAP TIME,KWAK Yoon-Gy ELAPSED TIME,HAMELIN Charles POSITION,HAMELIN Charles LAP TIME,HAMELIN Charles ELAPSED TIME,Paul WORTH POSITION,Paul WORTH LAP TIME,Paul WORTH ELAPSED TIME,Travis JAYNER POSITION,Travis JAYNER LAP TIME,Travis JAYNER ELAPSED TIME
2,6.790,6.790,1,6.750,6.750,3,6.850,6.850,4,6.860,6.860
1,8.980,15.780,2,9.130,15.880,3,9.280,16.130,4,9.510,16.380
2,8.800,24.580,1,8.570,24.460,3,8.440,24.580,4,8.610,24.990
3,8.500,33.090,2,8.590,33.050,4,8.770,33.350,1,7.990,32.990
1,8.730,41.820,2,9.050,42.100,4,9.070,42.430,3,9.300,42.290
