Francois-Louis TREMBLAY POSITION,Francois-Louis TREMBLAY LAP TIME,Francois-Louis TREMBLAY ELAPSED TIME,BLACKBURN Mackenzie POSITION,BLACKBURN Mackenzie LAP TIME,BLACKBURN Mackenzie ELAPSED TIME,GONG Qiuwen POSITION,GONG Qiuwen LAP TIME,GONG Qiuwen ELAPSED TIME,Bartosz KONOPKO POSITION,Bartosz KONOPKO LAP TIME,Bartosz KONOPKO ELAPSED TIME
1,6.73,6.73,2,6.82,6.82,3,6.98,6.98,4,7.13,7.13
1,8.95,15.68,2,8.98,15.80,3,8.93,15.91,4,8.85,15.98
1,8.60,24.28,2,8.58,24.38,3,8.58,24.49,4,8.61,24.59
1,8.64,32.92,2,8.66,33.04,3,8.65,33.14,4,8.61,33.20
1,8.89,41.805,2,8.91,41.948,3,8.90,42.035,4,9.14,42.336
