Thibaut FAUCONNET POSITION,Thibaut FAUCONNET LAP TIME,Thibaut FAUCONNET ELAPSED TIME,Denis BELLOTTI POSITION,Denis BELLOTTI LAP TIME,Denis BELLOTTI ELAPSED TIME,J P KEPKA POSITION,J P KEPKA LAP TIME,J P KEPKA ELAPSED TIME,Jorrit OOSTEN POSITION,Jorrit OOSTEN LAP TIME,Jorrit OOSTEN ELAPSED TIME
0,12.595,12.595,0,12.779,12.779,0,12.493,12.493,0,12.640,12.640
0,9.873,22.468,0,9.591,22.370,0,9.942,22.434,0,9.690,22.330
0,9.416,31.884,0,9.580,31.950,0,9.663,32.097,0,9.611,31.941
0,9.556,41.440,0,9.450,41.400,0,9.435,41.532,0,9.535,41.476
0,9.554,50.994,0,9.568,50.968,0,9.484,51.016,0,9.547,51.022
0,9.386,1:00.380,0,9.443,1:00.411,0,9.272,1:00.288,0,9.573,1:00.596
0,9.609,1:09.989,0,9.396,1:09.807,0,9.218,1:09.506,0,9.689,1:10.285
0,9.410,1:19.400,0,9.454,1:19.261,0,9.664,1:19.171,0,9.792,1:20.077
0,9.712,1:29.111,0,9.689,1:28.950,0,9.592,1:28.762,0,10.342,1:30.418
