J P KEPKA POSITION,J P KEPKA LAP TIME,J P KEPKA ELAPSED TIME,Steve ROBILLARD POSITION,Steve ROBILLARD LAP TIME,Steve ROBILLARD ELAPSED TIME,Paul WORTH POSITION,Paul WORTH LAP TIME,Paul WORTH ELAPSED TIME,Bartosz KONOPKO POSITION,Bartosz KONOPKO LAP TIME,Bartosz KONOPKO ELAPSED TIME
1,6.780,6.780,3,7.186,7.186,2,7.082,7.082,4,7.387,7.387
1,8.644,15.424,3,9.041,16.227,2,8.720,15.802,4,9.187,16.574
2,8.492,23.916,3,8.734,24.961,1,7.746,23.549,4,8.627,25.201
1,8.716,32.632,3,8.955,33.916,2,9.214,32.762,4,8.721,33.922
1,9.000,41.632,3,9.040,42.956,2,9.035,41.797,4,9.142,43.063
