Arianna FONTANA POSITION,Arianna FONTANA LAP TIME,Arianna FONTANA ELAPSED TIME,FU Tian Yu POSITION,FU Tian Yu LAP TIME,FU Tian Yu ELAPSED TIME,Sarah LINDSAY POSITION,Sarah LINDSAY LAP TIME,Sarah LINDSAY ELAPSED TIME,Maaike VOS POSITION,Maaike VOS LAP TIME,Maaike VOS ELAPSED TIME
2,7.16,7.16,1,7.15,7.15,3,7.63,7.63,4,7.90,7.90
1,9.57,16.73,2,9.64,16.79,3,9.55,17.19,4,9.85,17.76
1,9.06,25.80,2,9.05,25.85,3,9.21,26.41,4,9.33,27.09
2,9.30,35.11,1,9.11,34.96,3,9.08,35.50,4,9.70,36.79
2,9.63,44.737,1,9.76,44.720,3,9.76,45.254,4,10.89,47.678
