ZHANG Hui POSITION,ZHANG Hui LAP TIME,ZHANG Hui ELAPSED TIME,Nina EVTEEVA POSITION,Nina EVTEEVA LAP TIME,Nina EVTEEVA ELAPSED TIME,JUNG Eun-Ju POSITION,JUNG Eun-Ju LAP TIME,JUNG Eun-Ju ELAPSED TIME,Anne MALTAIS POSITION,Anne MALTAIS LAP TIME,Anne MALTAIS ELAPSED TIME
1,13.16,13.16,4,13.60,13.60,3,13.34,13.34,2,13.31,13.31
3,9.92,23.09,4,9.75,23.35,1,9.64,22.98,2,9.76,23.08
2,9.99,33.09,4,10.06,33.42,1,10.04,33.03,3,10.05,33.13
1,10.18,43.27,4,10.24,43.67,2,10.25,43.28,3,10.27,43.41
1,9.77,53.05,4,9.83,53.50,3,9.82,53.11,2,9.68,53.09
1,9.90,1:02.95,4,9.86,1:03.37,2,10.00,1:03.12,3,10.07,1:03.16
1,9.80,1:12.76,4,9.81,1:13.18,3,9.85,1:12.97,2,9.68,1:12.85
1,9.77,1:22.54,4,9.64,1:22.83,3,9.70,1:22.67,2,9.74,1:22.60
1,9.71,1:32.248,4,9.65,1:32.475,2,9.59,1:32.252,3,9.81,1:32.405
