Haralds SILOVS POSITION,Haralds SILOVS LAP TIME,Haralds SILOVS ELAPSED TIME,Kiril PANDOV POSITION,Kiril PANDOV LAP TIME,Kiril PANDOV ELAPSED TIME,Robbert-Kees BOER POSITION,Robbert-Kees BOER LAP TIME,Robbert-Kees BOER ELAPSED TIME,Zoltan KRISTO POSITION,Zoltan KRISTO LAP TIME,Zoltan KRISTO ELAPSED TIME
2,7.185,7.185,1,6.866,6.866,4,7.248,7.248,3,7.201,7.201
2,9.493,16.677,1,9.280,16.145,3,9.618,16.866,4,9.705,16.906
2,9.062,25.739,1,9.116,25.261,3,9.067,25.933,4,9.259,26.165
2,9.241,34.980,1,9.133,34.393,3,9.288,35.221,4,9.452,35.617
2,9.51,44.481,1,9.84,44.226,3,9.38,44.599,4,9.92,45.537
