Bence BERES POSITION,Bence BERES LAP TIME,Bence BERES ELAPSED TIME,Minto SEKAI POSITION,Minto SEKAI LAP TIME,Minto SEKAI ELAPSED TIME,Kevin KUWADA POSITION,Kevin KUWADA LAP TIME,Kevin KUWADA ELAPSED TIME,Pierre BODA POSITION,Pierre BODA LAP TIME,Pierre BODA ELAPSED TIME,Sam van SPEYBROECK POSITION,Sam van SPEYBROECK LAP TIME,Sam van SPEYBROECK ELAPSED TIME
1,7.06,7.06,2,7.16,7.16,5,8.24,8.24,4,7.31,7.31,3,7.29,7.29
1,9.25,16.31,2,9.42,16.58,5,10.81,19.05,4,9.62,16.93,3,9.43,16.72
1,8.65,24.96,2,8.57,25.15,5,19.80,38.85,3,8.68,25.61,4,8.96,25.68
1,8.95,33.91,2,8.80,33.95,5,11.82,50.67,3,8.94,34.55,4,9.13,34.81
1,9.06,42.963,2,9.27,43.212,5,11.24,1:01.910,3,8.98,43.525,4,9.15,43.957
