Joanna WILLIAMS POSITION,Joanna WILLIAMS LAP TIME,Joanna WILLIAMS ELAPSED TIME,Mara ZINI POSITION,Mara ZINI LAP TIME,Mara ZINI ELAPSED TIME,Tina GRASSOW POSITION,Tina GRASSOW LAP TIME,Tina GRASSOW ELAPSED TIME,Jade WHEELER POSITION,Jade WHEELER LAP TIME,Jade WHEELER ELAPSED TIME
3,7.495,7.495,1,7.370,7.370,2,7.463,7.463,4,7.648,7.648
3,9.811,17.306,1,9.851,17.221,2,9.815,17.278,4,9.944,17.592
4,9.620,26.925,1,9.505,26.726,2,9.499,26.776,3,9.307,26.898
3,9.484,36.409,2,9.654,36.379,1,9.538,36.314,4,9.593,36.490
2,9.85,46.252,1,9.82,46.199,3,10.03,46.343,4,9.93,46.419
