CHEN Dequan POSITION,CHEN Dequan LAP TIME,CHEN Dequan ELAPSED TIME,Vladimir GRIGOREV POSITION,Vladimir GRIGOREV LAP TIME,Vladimir GRIGOREV ELAPSED TIME,Richard SHOEBRIDGE POSITION,Richard SHOEBRIDGE LAP TIME,Richard SHOEBRIDGE ELAPSED TIME,SAULITIS Jekabs POSITION,SAULITIS Jekabs LAP TIME,SAULITIS Jekabs ELAPSED TIME
1,6.74,6.74,4,7.05,7.05,2,6.91,6.91,3,6.97,6.97
1,8.93,15.67,4,9.10,16.15,2,8.89,15.80,3,9.07,16.04
1,8.60,24.27,3,8.49,24.64,2,8.56,24.36,4,8.80,24.84
1,8.67,32.94,3,8.55,33.19,2,8.71,33.07,4,8.92,33.76
1,8.79,41.727,2,8.81,41.998,3,8.97,42.040,4,9.05,42.804
