LEE Seung-Jae POSITION,LEE Seung-Jae LAP TIME,LEE Seung-Jae ELAPSED TIME,LI Jiajun POSITION,LI Jiajun LAP TIME,LI Jiajun ELAPSED TIME,LIU Ying Bao POSITION,LIU Ying Bao LAP TIME,LIU Ying Bao ELAPSED TIME,Nicola FRANCESCHINA POSITION,Nicola FRANCESCHINA LAP TIME,Nicola FRANCESCHINA ELAPSED TIME
1,6.605,6.605,2,6.656,6.656,3,6.861,6.861,4,6.864,6.864
2,9.353,15.957,1,9.206,15.861,4,9.265,16.126,3,9.167,16.030
2,9.018,24.974,1,9.018,24.879,3,8.959,25.085,4,9.091,25.121
2,9.170,34.144,1,9.158,34.036,3,9.132,34.216,4,9.097,34.218
2,9.48,43.615,1,9.51,43.543,3,9.52,43.731,4,9.63,43.839
