WU Dajing POSITION,WU Dajing LAP TIME,WU Dajing ELAPSED TIME,HAN Seung Soo POSITION,HAN Seung Soo LAP TIME,HAN Seung Soo ELAPSED TIME,SHULGINOV Alexander POSITION,SHULGINOV Alexander LAP TIME,SHULGINOV Alexander ELAPSED TIME,DION Pascal POSITION,DION Pascal LAP TIME,DION Pascal ELAPSED TIME
1,6.72,6.72,2,6.91,6.91,4,7.29,7.29,3,7.01,7.01
1,8.76,15.48,2,8.81,15.72,4,8.69,15.98,3,8.78,15.79
1,8.35,23.83,2,8.19,23.91,3,8.11,24.09,4,17.04,32.83
1,8.36,32.19,2,8.41,32.32,3,8.33,32.42,4,20.34,53.17
1,8.59,40.78,2,8.57,40.89,3,8.64,41.06,4,12.22,1:05.39
