Davide VISCARDI POSITION,Davide VISCARDI LAP TIME,Davide VISCARDI ELAPSED TIME,Ryan McANUFF POSITION,Ryan McANUFF LAP TIME,Ryan McANUFF ELAPSED TIME,TSANG Kei Wing Kelvin POSITION,TSANG Kei Wing Kelvin LAP TIME,TSANG Kei Wing Kelvin ELAPSED TIME,Semen ELISTRATOV POSITION,Semen ELISTRATOV LAP TIME,Semen ELISTRATOV ELAPSED TIME,Ariff Rasydan MOHAMAD FADZLI POSITION,Ariff Rasydan MOHAMAD FADZLI LAP TIME,Ariff Rasydan MOHAMAD FADZLI ELAPSED TIME
1,6.88,6.88,2,7.03,7.03,5,7.73,7.73,3,7.19,7.19,4,7.42,7.42
1,9.02,15.90,2,9.16,16.19,5,9.95,17.68,3,9.09,16.28,4,9.77,17.19
1,8.72,24.62,3,8.94,25.13,5,9.67,27.35,2,8.71,24.99,4,9.47,26.66
1,8.90,33.52,3,9.06,34.19,5,9.80,37.15,2,8.72,33.71,4,9.82,36.48
1,,42.546,3,9.48,43.659,5,10.11,47.238,2,,42.563,4,10.35,46.807
