Sarah CHEN POSITION,Sarah CHEN LAP TIME,Sarah CHEN ELAPSED TIME,Agnieszka TAWREL POSITION,Agnieszka TAWREL LAP TIME,Agnieszka TAWREL ELAPSED TIME,Emma COXON-SMITH POSITION,Emma COXON-SMITH LAP TIME,Emma COXON-SMITH ELAPSED TIME,HAN Yu Tong POSITION,HAN Yu Tong LAP TIME,HAN Yu Tong ELAPSED TIME,Anja CHONG POSITION,Anja CHONG LAP TIME,Anja CHONG ELAPSED TIME
2,14.23,14.23,3,14.29,14.29,4,14.42,14.42,1,14.22,14.22,5,14.77,14.77
1,10.48,24.71,2,10.50,24.79,4,10.62,25.04,3,10.66,24.88,5,10.90,25.67
1,10.66,35.37,3,10.70,35.49,4,10.47,35.51,2,10.61,35.49,5,10.89,36.56
2,10.08,45.45,5,26.35,1:01.84,4,25.51,1:01.02,1,9.67,45.16,3,10.83,47.39
2,10.27,55.72,5,15.20,1:17.04,4,12.74,1:13.76,1,10.46,55.62,3,11.22,58.61
2,10.73,1:06.45,5,14.62,1:31.66,4,11.74,1:25.50,1,10.71,1:06.33,3,11.85,1:10.46
2,10.82,1:17.27,5,14.62,1:46.28,4,13.07,1:38.57,1,10.81,1:17.14,3,12.36,1:22.82
2,10.57,1:27.84,5,13.96,2:00.24,4,12.38,1:50.95,1,10.49,1:27.63,3,13.26,1:36.08
2,10.11,1:37.950,4,13.89,2:14.128,0,,PEN,1,9.97,1:37.592,3,14.11,1:50.186
