Jamie MACDONALD POSITION,Jamie MACDONALD LAP TIME,Jamie MACDONALD ELAPSED TIME,van RUIJVEN Lara POSITION,van RUIJVEN Lara LAP TIME,van RUIJVEN Lara ELAPSED TIME,VIVIANI Elena POSITION,VIVIANI Elena LAP TIME,VIVIANI Elena ELAPSED TIME,MONVOISIN Aurelie POSITION,MONVOISIN Aurelie LAP TIME,MONVOISIN Aurelie ELAPSED TIME
1,7.24,7.24,2,7.42,7.42,3,7.62,7.62,4,7.80,7.80
1,9.65,16.89,2,9.54,16.96,3,9.45,17.07,4,9.53,17.33
1,9.08,25.97,2,9.09,26.05,3,9.07,26.14,4,8.96,26.29
1,9.21,35.18,2,9.18,35.23,3,9.21,35.35,4,9.15,35.44
1,9.38,44.56,2,9.38,44.61,3,9.46,44.81,4,9.70,45.14
