Maxime FORTIN POSITION,Maxime FORTIN LAP TIME,Maxime FORTIN ELAPSED TIME,YE Liming POSITION,YE Liming LAP TIME,YE Liming ELAPSED TIME,Semen ELISTRATOV POSITION,Semen ELISTRATOV LAP TIME,Semen ELISTRATOV ELAPSED TIME,Milos VIGAS POSITION,Milos VIGAS LAP TIME,Milos VIGAS ELAPSED TIME
0,7.110,7.110,0,6.773,6.773,0,6.966,6.966,0,7.246,7.246
0,9.191,16.301,0,9.207,15.980,0,9.374,16.340,0,20.082,27.328
0,9.102,25.403,0,9.006,24.985,0,8.933,25.273,0,16.423,43.751
0,9.324,34.727,0,9.088,34.073,0,9.419,34.691,0,19.486,1:03.237
0,,,0,,,0,,,0,,
