Anja KOLAR POSITION,Anja KOLAR LAP TIME,Anja KOLAR ELAPSED TIME,Ivita KRUMINA POSITION,Ivita KRUMINA LAP TIME,Ivita KRUMINA ELAPSED TIME,Evgenia RADANOVA POSITION,Evgenia RADANOVA LAP TIME,Evgenia RADANOVA ELAPSED TIME,Sarah LINDSAY POSITION,Sarah LINDSAY LAP TIME,Sarah LINDSAY ELAPSED TIME
2,8.053,8.053,4,17.014,17.014,1,7.508,7.508,3,8.343,8.343
3,11.207,19.260,4,13.501,30.514,1,10.128,17.635,2,9.386,17.729
3,10.910,30.170,4,10.982,41.495,1,9.711,27.345,2,9.978,27.706
3,11.276,41.445,4,11.381,52.875,1,9.739,37.084,2,9.679,37.385
3,11.38,52.817,4,11.89,1:04.757,1,9.69,46.771,2,9.52,46.899
