HAMELIN Charles POSITION,HAMELIN Charles LAP TIME,HAMELIN Charles ELAPSED TIME,Jean Charles MATTEI POSITION,Jean Charles MATTEI LAP TIME,Jean Charles MATTEI ELAPSED TIME,Peter DARAZS POSITION,Peter DARAZS LAP TIME,Peter DARAZS ELAPSED TIME,Junji ITO POSITION,Junji ITO LAP TIME,Junji ITO ELAPSED TIME
1,12.63,12.63,4,13.14,13.14,3,12.97,12.97,2,12.95,12.95
1,9.70,22.33,2,9.48,22.62,4,9.80,22.77,3,9.72,22.67
1,9.41,31.74,2,9.15,31.77,3,9.21,31.98,4,9.68,32.35
1,8.78,40.52,2,9.10,40.87,3,8.94,40.92,4,8.68,41.03
1,8.92,49.44,3,8.93,49.80,2,8.80,49.72,4,8.93,49.96
1,8.94,58.38,3,8.87,58.67,2,8.92,58.64,4,8.91,58.87
1,8.69,1:07.07,2,8.95,1:07.62,3,8.99,1:07.63,4,8.94,1:07.81
1,9.40,1:16.47,2,9.06,1:16.68,4,9.27,1:16.90,3,8.89,1:16.70
1,9.24,1:25.708,2,9.49,1:26.165,4,9.53,1:26.427,3,9.50,1:26.196
