SCHULTING Suzanne POSITION,SCHULTING Suzanne LAP TIME,SCHULTING Suzanne ELAPSED TIME,KIM Geon Hee POSITION,KIM Geon Hee LAP TIME,KIM Geon Hee ELAPSED TIME,Petra JASZAPATI POSITION,Petra JASZAPATI LAP TIME,Petra JASZAPATI ELAPSED TIME,van KERKHOF Yara POSITION,van KERKHOF Yara LAP TIME,van KERKHOF Yara ELAPSED TIME,Lucia PERETTI POSITION,Lucia PERETTI LAP TIME,Lucia PERETTI ELAPSED TIME
1,7.37,7.37,4,7.64,7.64,2,7.48,7.48,3,7.56,7.56,5,7.77,7.77
1,9.29,16.66,4,9.41,17.05,2,9.34,16.82,3,9.39,16.95,5,9.44,17.21
1,8.71,25.37,4,8.68,25.73,2,8.72,25.54,3,8.69,25.64,5,8.79,26.00
1,8.85,34.22,3,8.67,34.40,2,8.77,34.31,3,8.76,34.40,5,8.91,34.91
1,8.98,43.20,3,8.97,43.37,2,9.00,43.31,4,9.18,43.580,5,9.38,44.297
