Matthieu de BOISSET POSITION,Matthieu de BOISSET LAP TIME,Matthieu de BOISSET ELAPSED TIME,SUNG Si-Bak POSITION,SUNG Si-Bak LAP TIME,SUNG Si-Bak ELAPSED TIME,Michele ANTONIOLI POSITION,Michele ANTONIOLI LAP TIME,Michele ANTONIOLI ELAPSED TIME,Zsolt Istvan PATAKI POSITION,Zsolt Istvan PATAKI LAP TIME,Zsolt Istvan PATAKI ELAPSED TIME
1,6.779,6.779,2,7.086,7.086,3,7.277,7.277,4,7.332,7.332
1,9.092,15.871,2,9.124,16.210,4,9.400,16.677,3,9.290,16.622
1,8.897,24.768,2,8.914,25.123,4,9.087,25.764,3,9.111,25.732
1,9.268,34.035,2,9.098,34.221,4,9.274,35.038,3,9.282,35.013
1,9.44,43.468,2,9.57,43.782,3,9.52,44.550,4,10.41,45.414
