Dariusz KULESZA POSITION,Dariusz KULESZA LAP TIME,Dariusz KULESZA ELAPSED TIME,Maxime CHATAIGNIER POSITION,Maxime CHATAIGNIER LAP TIME,Maxime CHATAIGNIER ELAPSED TIME,Tom IVESON POSITION,Tom IVESON LAP TIME,Tom IVESON ELAPSED TIME,Pieter GYSEL POSITION,Pieter GYSEL LAP TIME,Pieter GYSEL ELAPSED TIME
3,12.700,12.700,2,12.550,12.550,1,12.400,12.400,4,12.760,12.760
4,9.890,22.600,3,9.810,22.370,1,9.760,22.160,2,9.580,22.340
3,9.340,31.940,4,9.570,31.950,2,9.590,31.750,1,9.290,31.630
3,9.230,41.180,4,9.230,41.180,2,9.210,40.960,1,9.290,40.920
3,9.250,50.430,4,9.280,50.460,1,9.300,50.270,2,9.370,50.300
4,9.170,59.610,2,8.950,59.420,3,9.190,59.460,1,9.040,59.340
4,9.170,1:08.780,2,8.970,1:08.390,2,8.920,1:08.390,1,9.020,1:08.370
4,9.310,1:18.100,2,9.050,1:17.440,3,9.230,1:17.620,1,9.050,1:17.430
4,10.060,1:28.160,2,9.420,1:26.860,3,9.610,1:27.240,1,9.420,1:26.850
