Olivier JEAN POSITION,Olivier JEAN LAP TIME,Olivier JEAN ELAPSED TIME,SAULITIS Jekabs POSITION,SAULITIS Jekabs LAP TIME,SAULITIS Jekabs ELAPSED TIME,Necmettin Berk YETISKEN POSITION,Necmettin Berk YETISKEN LAP TIME,Necmettin Berk YETISKEN ELAPSED TIME,Sebastian KLOSINSKI POSITION,Sebastian KLOSINSKI LAP TIME,Sebastian KLOSINSKI ELAPSED TIME,Freek van der WART POSITION,Freek van der WART LAP TIME,Freek van der WART ELAPSED TIME
1,6.84,6.84,2,6.96,6.96,5,7.54,7.54,3,7.08,7.08,4,7.26,7.26
1,8.98,15.82,2,9.01,15.97,5,9.63,17.17,3,9.00,16.08,4,8.93,16.19
1,8.43,24.25,2,8.59,24.56,4,9.39,26.56,5,34.04,50.12,3,8.48,24.67
1,8.66,32.91,3,8.76,33.32,4,9.72,36.28,5,12.94,1:03.06,2,8.63,33.30
1,8.83,41.738,3,8.96,42.277,4,9.96,46.233,5,11.19,1:14.241,2,8.78,42.080
