Anna SEIDEL POSITION,Anna SEIDEL LAP TIME,Anna SEIDEL ELAPSED TIME,ZANG Yize POSITION,ZANG Yize LAP TIME,ZANG Yize ELAPSED TIME,Danielle AMOS POSITION,Danielle AMOS LAP TIME,Danielle AMOS ELAPSED TIME,Anna DAVYDENKO POSITION,Anna DAVYDENKO LAP TIME,Anna DAVYDENKO ELAPSED TIME
2,15.04,15.04,1,14.90,14.90,3,15.17,15.17,4,15.31,15.31
2,11.65,26.69,1,11.66,26.56,3,11.63,26.80,4,11.62,26.93
2,11.36,38.05,1,11.38,37.94,3,11.37,38.17,4,11.36,38.29
2,10.87,48.92,1,10.85,48.79,3,10.88,49.05,4,10.88,49.17
2,10.43,59.35,1,10.46,59.25,3,10.39,59.44,4,10.38,59.55
1,9.71,1:09.06,2,10.08,1:09.33,3,10.08,1:09.52,4,10.19,1:09.74
1,9.50,1:18.56,2,9.47,1:18.80,3,9.77,1:19.29,4,9.85,1:19.59
1,9.49,1:28.05,2,9.41,1:28.21,3,9.94,1:29.23,4,10.30,1:29.89
1,9.47,1:37.52,2,9.44,1:37.65,3,10.11,1:39.34,4,10.76,1:40.65
