MENG Xiaoxue POSITION,MENG Xiaoxue LAP TIME,MENG Xiaoxue ELAPSED TIME,Karolina REGUCKA POSITION,Karolina REGUCKA LAP TIME,Karolina REGUCKA ELAPSED TIME,JUNG Eun-Ju POSITION,JUNG Eun-Ju LAP TIME,JUNG Eun-Ju ELAPSED TIME,Carly WILSON POSITION,Carly WILSON LAP TIME,Carly WILSON ELAPSED TIME
3,15.650,15.650,1,15.400,15.400,4,15.750,15.750,2,15.510,15.510
3,11.030,26.690,2,11.050,26.450,4,11.130,26.880,1,10.760,26.280
3,10.730,37.420,2,10.820,37.280,4,10.770,37.660,1,10.950,37.240
3,10.850,48.280,1,10.780,48.060,4,10.700,48.360,2,10.860,48.100
3,10.420,58.700,1,10.430,58.500,4,10.400,58.770,2,10.390,58.500
3,9.890,1:08.600,1,9.980,1:08.480,2,9.820,1:08.600,4,10.280,1:08.780
2,9.980,1:18.590,3,10.110,1:18.600,4,10.170,1:18.770,1,9.540,1:18.330
1,9.800,1:28.390,4,10.280,1:28.890,2,9.750,1:28.520,3,10.530,1:28.860
2,10.140,1:38.530,4,10.400,1:39.290,1,9.640,1:38.160,3,10.340,1:39.210
