Kalyna ROBERGE POSITION,Kalyna ROBERGE LAP TIME,Kalyna ROBERGE ELAPSED TIME,Christin PRIEBST POSITION,Christin PRIEBST LAP TIME,Christin PRIEBST ELAPSED TIME,Sarah LINDSAY POSITION,Sarah LINDSAY LAP TIME,Sarah LINDSAY ELAPSED TIME,Evgenia RADANOVA POSITION,Evgenia RADANOVA LAP TIME,Evgenia RADANOVA ELAPSED TIME
0,7.532,7.532,0,7.525,7.525,0,7.631,7.631,0,7.931,7.931
0,9.841,17.372,0,10.184,17.709,0,27.789,35.420,0,8.756,16.687
0,9.197,26.569,0,9.508,27.217,0,18.543,53.963,0,9.644,26.331
0,9.483,36.052,0,9.711,36.928,0,12.969,1:06.932,0,9.663,35.995
0,9.489,45.541,0,9.940,46.868,0,12.190,1:19.122,0,9.758,45.752
